,title,main_speaker,website_link,event
225,Can we domesticate germs?,Paul Ewald,"https://www.ted.com/talks/paul_ewald_asks_can_we_domesticate_germs
",TED2007
226,Juggling as art ... and science,Michael Moschen,"https://www.ted.com/talks/michael_moschen_juggles_rhythm_and_motion
",TED2002
227,A thought experiment on the intelligence of crows,Joshua Klein,"https://www.ted.com/talks/joshua_klein_on_the_intelligence_of_crows
",TED2008
228,How the news distorts our worldview,Alisa Miller,"https://www.ted.com/talks/alisa_miller_shares_the_news_about_the_news
",TED2008
229,What's wrong with what we eat,Mark Bittman,"https://www.ted.com/talks/mark_bittman_on_what_s_wrong_with_what_we_eat
",EG 2007
230,The astonishing hidden world of the deep ocean,Robert Ballard,"https://www.ted.com/talks/robert_ballard_on_exploring_the_oceans
",TED2008
231,Designing objects that tell stories,Yves Behar,"https://www.ted.com/talks/yves_behar_on_designing_objects_that_tell_stories
",TED2008
232,Moving sculpture,Arthur Ganson,"https://www.ted.com/talks/arthur_ganson_makes_moving_sculpture
",TED2002
233,A hospital tour in Nigeria,Seyi Oyesola,"https://www.ted.com/talks/dr_seyi_oyesola_tours_a_hospital_in_nigeria
",TEDGlobal 2007
234,"The ""bottom billion""",Paul Collier,"https://www.ted.com/talks/paul_collier_shares_4_ways_to_help_the_bottom_billion
",TED2008
235,"Memes and ""temes""",Susan Blackmore,"https://www.ted.com/talks/susan_blackmore_on_memes_and_temes
",TED2008
236,"Archeology, animal photography, BBQ ...",Nathan Myhrvold,"https://www.ted.com/talks/nathan_myhrvold_on_archeology_animal_photography_bbq
",TED2007
237,"""Kounandi""",Rokia Traore,"https://www.ted.com/talks/rokia_traore_sings_kounandi
",TEDGlobal 2007
238,The worldwide web of belief and ritual,Wade Davis,"https://www.ted.com/talks/wade_davis_on_the_worldwide_web_of_belief_and_ritual
",TED2008
239,The ancestor of language,Murray Gell-Mann,"https://www.ted.com/talks/murray_gell_mann_on_the_ancestor_of_language
",TED2007
240,The birth of the computer,George Dyson,"https://www.ted.com/talks/george_dyson_at_the_birth_of_the_computer
",TED2003
241,Turning powerful stats into art,Chris Jordan,"https://www.ted.com/talks/chris_jordan_pictures_some_shocking_stats
",TED2008
242,Your genes are not your fate,Dean Ornish,"https://www.ted.com/talks/dean_ornish_says_your_genes_are_not_your_fate
",TED2008
243,Robots inspired by cockroach ingenuity,Robert Full,"https://www.ted.com/talks/robert_full_on_engineering_and_evolution
",TED2002
244,A mobile fridge for vaccines,Adam Grosser,"https://www.ted.com/talks/adam_grosser_and_his_sustainable_fridge
",TED2007
245,Surprising stats about child carseats,Steven Levitt,"https://www.ted.com/talks/steven_levitt_on_child_carseats
",TEDGlobal 2005
246,The transformative power of classical music,Benjamin Zander,"https://www.ted.com/talks/benjamin_zander_on_music_and_passion
",TED2008
247,"One Laptop per Child, two years on",Nicholas Negroponte,"https://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child_two_years_on
",EG 2007
248,"""Clonie""",Nellie McKay,"https://www.ted.com/talks/nellie_mckay_sings_clonie_1
",TED2008
249,"A performance with breath, music, passion",Sxip Shirey + Rachelle Garniez,"https://www.ted.com/talks/sxip_shirey_at_the_breathing_place
",TED2008
250,Stephen Hawking's zero g flight,Peter Diamandis,"https://www.ted.com/talks/peter_diamandis_on_stephen_hawking_in_zero_g
",TED2008
251,The story of a girl,Rick Smolan,"https://www.ted.com/talks/rick_smolan_tells_the_story_of_a_girl
",EG 2007
252,"""Peace on Earth""",Raul Midon,"https://www.ted.com/talks/raul_midon_plays_everybody_and_peace_on_earth
",TED2007
253,A hero of the Congo forest,Corneille Ewango,"https://www.ted.com/talks/corneille_ewango_is_a_hero_of_the_congo_forest
",TEDGlobal 2007
254,Animate characters by evolving them,Torsten Reil,"https://www.ted.com/talks/torsten_reil_studies_biology_to_make_animation
",TED2003
255,What happens when you lose everything,David Hoffman,"https://www.ted.com/talks/david_hoffman_on_losing_everything
",TED2008
256,Institutions vs. collaboration,Clay Shirky,"https://www.ted.com/talks/clay_shirky_on_institutions_versus_collaboration
",TEDGlobal 2005
257,"""Mother of Pearl,"" ""If I Had You""",Nellie McKay,"https://www.ted.com/talks/nellie_mckay_sings_feminists_and_if_i_had_you
",TED2008
258,Let's look for life in the outer solar system,Freeman Dyson,"https://www.ted.com/talks/freeman_dyson_says_let_s_look_for_life_in_the_outer_solar_system
",TED2003
259,The brain in love,Helen Fisher,"https://www.ted.com/talks/helen_fisher_studies_the_brain_in_love
",TED2008
260,On technology and faith,Billy Graham,"https://www.ted.com/talks/billy_graham_on_technology_faith_and_suffering
",TED1998
261,My year of living biblically,AJ Jacobs,"https://www.ted.com/talks/a_j_jacobs_year_of_living_biblically
",EG 2007
262,Brain magic,Keith Barry,"https://www.ted.com/talks/keith_barry_does_brain_magic
",TED2004
263,The new era of positive psychology,Martin Seligman,"https://www.ted.com/talks/martin_seligman_on_the_state_of_psychology
",TED2004
264,The wonder of Zulu wire art,Marisa Fick-Jordan,"https://www.ted.com/talks/marisa_fick_jordan_shares_the_wonder_of_zulu_wire_art
",TEDGlobal 2007
265,On humanity,Chris Abani,"https://www.ted.com/talks/chris_abani_muses_on_humanity
",TED2008
266,A dig for humanity's origins,Louise Leakey,"https://www.ted.com/talks/louise_leakey_digs_for_humanity_s_origins
",TED2008
267,The web as art,Jonathan Harris,"https://www.ted.com/talks/jonathan_harris_collects_stories
",TED2007
268,A tour of modern architecture,Reed Kroloff,"https://www.ted.com/talks/reed_kroloff_on_modern_and_romantic_architecture
",TED2003
269,"The next 5,000 days of the web",Kevin Kelly,"https://www.ted.com/talks/kevin_kelly_on_the_next_5_000_days_of_the_web
",EG 2007
270,A computer that works like the brain,Kwabena Boahen,"https://www.ted.com/talks/kwabena_boahen_on_a_computer_that_works_like_the_brain
",TEDGlobal 2007
271,The math and magic of origami,Robert Lang,"https://www.ted.com/talks/robert_lang_folds_way_new_origami
",TED2008
272,Blindfold origami and cello,Bruno Bowden + Rufus Cappadocia,"https://www.ted.com/talks/bruno_bowden_folds_while_rufus_cappadocia_plays
",TED2008
273,Shedding light on dark matter,Patricia Burchat,"https://www.ted.com/talks/patricia_burchat_leads_a_search_for_dark_energy
",TED2008
274,A family tree for humanity,Spencer Wells,"https://www.ted.com/talks/spencer_wells_is_building_a_family_tree_for_all_humanity
",TEDGlobal 2007
275,How photography connects us,David Griffin,"https://www.ted.com/talks/david_griffin_on_how_photography_connects
",TED2008
276,Close-up card magic with a twist,Lennart Green,"https://www.ted.com/talks/lennart_green_does_close_up_card_magic
",TED2005
277,Dog-friendly dog training,Ian Dunbar,"https://www.ted.com/talks/ian_dunbar_on_dog_friendly_dog_training
",EG 2007
278,"""The Dog Song""",Nellie McKay,"https://www.ted.com/talks/nellie_mckay_sings_the_dog_song
",TED2008
279,"Great piano performances, recreated",John Q. Walker,"https://www.ted.com/talks/john_walker_re_creates_great_performances
",EG 2007
280,Kids can teach themselves,Sugata Mitra,"https://www.ted.com/talks/sugata_mitra_shows_how_kids_teach_themselves
",LIFT 2007
281,How I became an activist,Ory Okolloh,"https://www.ted.com/talks/ory_okolloh_on_becoming_an_activist
",TEDGlobal 2007
282,"A talking, squawking parrot",Einstein the Parrot,"https://www.ted.com/talks/einstein_the_parrot_talks_and_squawks
",TED2006
283,"DNA folding, in detail",Paul Rothemund,"https://www.ted.com/talks/paul_rothemund_details_dna_folding
",TED2008
284,Our next giant leap,Peter Diamandis,"https://www.ted.com/talks/peter_diamandis_on_our_next_giant_leap
",TEDGlobal 2005
285,"The web is more than ""better TV""",Peter Hirshberg,"https://www.ted.com/talks/peter_hirshberg_on_tv_and_the_web
",EG 2007
286,What we think we know,Jonathan Drori,"https://www.ted.com/talks/jonathan_drori_on_what_we_think_we_know
",TED2007
287,How humans and animals can live together,Jane Goodall,"https://www.ted.com/talks/jane_goodall_at_tedglobal_07
",TEDGlobal 2007
288,How to survive a nuclear attack,Irwin Redlener,"https://www.ted.com/talks/irwin_redlener_warns_of_nuclear_terrorism
",TED2008
289,A free digital library,Brewster Kahle,"https://www.ted.com/talks/brewster_kahle_builds_a_free_digital_library
",EG 2007
290,Life in the deep oceans,David Gallo,"https://www.ted.com/talks/david_gallo_on_life_in_the_deep_oceans
",TED1998
291,"Once upon a time, my mother ...",Carmen Agra Deedy,"https://www.ted.com/talks/carmen_agra_deedy_spins_stories
",TED2005
292,The camel's hump,Keith Bellows,"https://www.ted.com/talks/keith_bellows_on_the_camel_s_hump
",TED2002
293,What's wrong with school lunches,Ann Cooper,"https://www.ted.com/talks/ann_cooper_talks_school_lunches
",EG 2007
294,The moral roots of liberals and conservatives,Jonathan Haidt,"https://www.ted.com/talks/jonathan_haidt_on_the_moral_mind
",TED2008
295,What security means to me,Eve Ensler,"https://www.ted.com/talks/eve_ensler_on_security
",TEDGlobal 2005
296,How to pitch to a VC,David S. Rose,"https://www.ted.com/talks/david_s_rose_on_pitching_to_vcs
",TED2007
297,Health and the human mind,Marvin Minsky,"https://www.ted.com/talks/marvin_minsky_on_health_and_the_human_mind
",TED2003
298,The psychology of evil,Philip Zimbardo,"https://www.ted.com/talks/philip_zimbardo_on_the_psychology_of_evil
",TED2008
299,Remember to say thank you,Laura Trice,"https://www.ted.com/talks/laura_trice_suggests_we_all_say_thank_you
",TED2008
300,"Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,"https://www.ted.com/talks/caleb_chung_plays_with_pleo
",EG 2007
301,Human nature and the blank slate,Steven Pinker,"https://www.ted.com/talks/steven_pinker_chalks_it_up_to_the_blank_slate
",TED2003
302,Robots will invade our lives,Rodney Brooks,"https://www.ted.com/talks/rodney_brooks_on_robots
",TED2003
303,Things I've learned in my life so far,Stefan Sagmeister,"https://www.ted.com/talks/stefan_sagmeister_on_what_he_has_learned
",TED2008
304,Politics and religion are technologies,Noah Feldman,"https://www.ted.com/talks/noah_feldman_says_politics_and_religion_are_technologies
",TED2003
305,The Blur Building and other tech-empowered architecture,Liz Diller,"https://www.ted.com/talks/liz_diller_plays_with_architecture
",EG 2007
306,Moving photos of extreme drug-resistant TB,James Nachtwey,"https://www.ted.com/talks/james_nachtwey_fights_xdrtb
",TED Prize Wish
307,Are games better than life?,David Perry,"https://www.ted.com/talks/david_perry_on_videogames
",TED2006
308,Lessons from past presidents,Doris Kearns Goodwin,"https://www.ted.com/talks/doris_kearns_goodwin_on_learning_from_past_presidents
",TED2008
309,The Web as a city,Steven Johnson,"https://www.ted.com/talks/steven_johnson_on_the_web_as_a_city
",TED2003
310,Playing invisible turntables,James Burchfield,"https://www.ted.com/talks/james_burchfield_plays_invisible_turntables
",TED2003
311,An 8-dimensional model of the universe,Garrett Lisi,"https://www.ted.com/talks/garrett_lisi_on_his_theory_of_everything
",TED2008
312,Design and the Elastic Mind,Paola Antonelli,"https://www.ted.com/talks/paola_antonelli_previews_design_and_the_elastic_mind
",EG 2007
313,On glamour,Virginia Postrel,"https://www.ted.com/talks/virginia_postrel_on_glamour
",TED2004
314,Healing through diet,Dean Ornish,"https://www.ted.com/talks/dean_ornish_on_healing
",TED2004
315,"Aliens, love -- where are they?",John Hodgman,"https://www.ted.com/talks/john_hodgman_s_brief_digression
",TED2008
316,Nature vs. humans,Paul MacCready,"https://www.ted.com/talks/paul_maccready_on_nature_vs_humans
",TED1998
317,"Flow, the secret to happiness",Mihaly Csikszentmihalyi,"https://www.ted.com/talks/mihaly_csikszentmihalyi_on_flow
",TED2004
318,The face of AIDS in Africa,Kristen Ashburn,"https://www.ted.com/talks/kristen_ashburn_s_heart_rending_pictures_of_aids
",TED2003
319,Why do societies collapse?,Jared Diamond,"https://www.ted.com/talks/jared_diamond_on_why_societies_collapse
",TED2003
320,A story of mixed emoticons,Rives,"https://www.ted.com/talks/rives_tells_a_story_of_mixed_emoticons
",TED2008
321,Toys and materials from the future,Zach Kaplan + Keith Schacht,"https://www.ted.com/talks/toys_from_the_future
",TED2005
322,The story of Ezra,Newton Aduaka,"https://www.ted.com/talks/newton_aduaka_tells_the_story_of_ezra
",TEDGlobal 2007
323,The balancing act of compassion,Jackie Tabick,"https://www.ted.com/talks/jackie_tabick
",TEDSalon 2009 Compassion
324,The profound journey of compassion,Dayananda Saraswati,"https://www.ted.com/talks/swami_dayananda_saraswati
",Chautauqua Institution
325,Compassion at the dinner table,James Forbes,"https://www.ted.com/talks/james_forbes
",Chautauqua Institution
326,"Lose your ego, find your compassion",Feisal Abdul Rauf,"https://www.ted.com/talks/imam_feisal_abdul_rauf
",TEDSalon 2009 Compassion
327,Expanding your circle of compassion,Robert Thurman,"https://www.ted.com/talks/robert_thurman_on_compassion
",Chautauqua Institution
328,The evolution of compassion,Robert Wright,"https://www.ted.com/talks/robert_wright_the_evolution_of_compassion
",TEDSalon 2009 Compassion
329,A flight through the ocean,Graham Hawkes,"https://www.ted.com/talks/graham_hawkes_flies_through_the_ocean
",TED2005
330,The power and the danger of online crowds,James Surowiecki,"https://www.ted.com/talks/james_surowiecki_on_the_turning_point_for_social_media
",TED2005
331,Walk the earth ... my 17-year vow of silence,John Francis,"https://www.ted.com/talks/john_francis_walks_the_earth
",TED2008
332,Tales of creativity and play,Tim Brown,"https://www.ted.com/talks/tim_brown_on_creativity_and_play
",Serious Play 2008
333,The science of scent,Luca Turin,"https://www.ted.com/talks/luca_turin_on_the_science_of_scent
",TED2005
334,Science and democracy,Lee Smolin,"https://www.ted.com/talks/lee_smolin_on_science_and_democracy
",TED2003
335,A complicated hero in the war on dictatorship,Samantha Power,"https://www.ted.com/talks/samantha_power_on_a_complicated_hero
",TED2008
336,The story behind the Mars Rovers,Charles Elachi,"https://www.ted.com/talks/charles_elachi_on_the_mars_rovers
",Serious Play 2008
337,Tidying up art,Ursus Wehrli,"https://www.ted.com/talks/ursus_wehrli_tidies_up_art
",TED2006
338,The Long Now,Stewart Brand,"https://www.ted.com/talks/stewart_brand_on_the_long_now
",TED2004
339,Fashion and creativity,Isaac Mizrahi,"https://www.ted.com/talks/isaac_mizrahi_on_fashion_and_creativity
",TED2008
340,"A tour of Nollywood, Nigeria's booming film industry",Franco Sacchi,"https://www.ted.com/talks/franco_sacchi_on_nollywood
",TEDGlobal 2007
341,The design of the universe,George Smoot,"https://www.ted.com/talks/george_smoot_on_the_design_of_the_universe
",Serious Play 2008
342,"What I'm worried about, what I'm excited about",Bill Joy,"https://www.ted.com/talks/bill_joy_muses_on_what_s_next
",TED2006
343,A foie gras parable,Dan Barber,"https://www.ted.com/talks/dan_barber_s_surprising_foie_gras_parable
",Taste3 2008
344,Do the green thing,Andy Hobsbawm,"https://www.ted.com/talks/andy_hobsbawm_says_do_the_green_thing
",TED2008
345,The coming neurological epidemic,Gregory Petsko,"https://www.ted.com/talks/gregory_petsko_on_the_coming_neurological_epidemic
",TED2008
346,The mysterious lives of giant trees,Richard Preston,"https://www.ted.com/talks/richard_preston_on_the_giant_trees
",TED2008
347,Life in Second Life,Philip Rosedale,"https://www.ted.com/talks/the_inspiration_of_second_life
",Serious Play 2008
348,The future of cars,Larry Burns,"https://www.ted.com/talks/reinventing_the_car
",TED2005
349,Demo: The Orb,Nick Sears,"https://www.ted.com/talks/nick_sears_demos_the_orb
",TED2007
350,The joyful tradition of mountain music,David Holt,"https://www.ted.com/talks/david_holt_plays_mountain_music
",TED2004
351,The playful search for beauty,Eva Zeisel,"https://www.ted.com/talks/eva_zeisel_on_the_playful_search_for_beauty
",TED2001
352,A plea for bees,Dennis vanEngelsdorp,"https://www.ted.com/talks/dennis_vanengelsdorp_a_plea_for_bees
",Taste3 2008
353,My library of human imagination,Jay Walker,"https://www.ted.com/talks/jay_walker_s_library_of_human_imagination
",TED2008
354,Why we make bad decisions,Dan Gilbert,"https://www.ted.com/talks/dan_gilbert_researches_happiness
",TEDGlobal 2005
355,The price of happiness,Benjamin Wallace,"https://www.ted.com/talks/benjamin_wallace_on_the_price_of_happiness
",Taste3 2008
356,There might just be life on Mars,Penelope Boston,"https://www.ted.com/talks/penelope_boston
",TED2006
357,The science of sync,Steven Strogatz,"https://www.ted.com/talks/steven_strogatz_on_sync
",TED2004
358,Taking OLPC to Colombia,Nicholas Negroponte,"https://www.ted.com/talks/nicholas_negroponte_takes_olpc_to_colombia
",TED in the Field
359,The hunt for General Tso,Jennifer 8. Lee,"https://www.ted.com/talks/jennifer_8_lee_looks_for_general_tso
",Taste3 2008
